comment,problem,problem_time,problem_who,review
"
所以门当户对很重要，这里不仅仅指物质条件，还有精神层面，看对象也要多观察父母，男女都一样。义乌有古话“什么样的父母基本就有什么样的孩子”。人啊距离产生美，在一起各种矛盾会积累放大 
",义乌酱紫的婆婆很多的……,2018-04-30 09:49,义乌小妞妞,鑫悦驿站
"
抱怨什么类，直接离就好了...要么搬出去住，别和公婆一起住就好了 
",义乌酱紫的婆婆很多的……,2018-04-30 09:49,义乌小妞妞,王※先森♂
"
生大宝就这样了，为何还要二胎呢？ 
",义乌酱紫的婆婆很多的……,2018-04-30 09:49,义乌小妞妞,健丽宝
"
其实很多义乌婆婆对义乌媳妇也这样对，也不是地域的问题，就是有一些比较奇葩 
",义乌酱紫的婆婆很多的……,2018-04-30 09:49,义乌小妞妞,花黎
"
戏精的婆婆   离婚吧  你婆婆说的那句话  谁谁谁家 女儿嫁很多钱过来   她就自我感觉 他儿子很好 可以娶到倒贴的女孩子 
",义乌酱紫的婆婆很多的……,2018-04-30 09:49,义乌小妞妞,叫星星
"
 上法院啊 自己这么废 还想托着你 一点用也没用 连自己老婆都保护不了 就算是父母也得有个限度 父母对老婆这样还一边倒 这样的男人干嘛用 有能力舍不得的就带走孩子 经济不行的就自私点 不要孩子了 有时候人要自私点 要为自己活 特别是碰到这种人 
",我是好说，我老公脱离不了，,2018-04-30 09:49,pingyun_,振远
"
远嫁，很可怜 
",我是好说，我老公脱离不了，,2018-04-30 09:49,pingyun_,蕾萌妹子
"
就这样的还生什么二胎 
",我是好说，我老公脱离不了，,2018-04-30 09:49,pingyun_,林帅锅
"
 不是妈宝男  是妈宝婆 
",我老公对我婆婆很孝顺的，我婆婆她自己奇葩，各种吵各种闹，我婆婆电话打不通就给充话费，说衣服没有拿回来，我老公就去给她买换的，说手机听不清就买手机，买的手机用坏了还还给我们了，我生我女儿月子里我老公给我和女儿买了黄金回来，我婆婆看到之后当场就表现出来了，没给买 ..,2018-04-30 09:08,pingyun_,吴亦邪
"
我们月子里一天换二十块尿不湿…屁股还是红了破皮了 
",我老公对我婆婆很孝顺的，我婆婆她自己奇葩，各种吵各种闹，我婆婆电话打不通就给充话费，说衣服没有拿回来，我老公就去给她买换的，说手机听不清就买手机，买的手机用坏了还还给我们了，我生我女儿月子里我老公给我和女儿买了黄金回来，我婆婆看到之后当场就表现出来了，没给买 ..,2018-04-30 09:08,pingyun_,咒疾
"
 你是没明白，他这样的家庭他有时候也是被家族亲戚逼得，他爸妈会装，每次吵架了他家亲戚都会说他要对父母好点 
",上法院啊 自己这么废 还想托着你 一点用也没用 连自己老婆都保护不了 就算是父母也得有个限度 父母对老婆这样还一边倒 这样的男人干嘛用 有能力舍不得的就带走孩子 经济不行的就自私点 不要孩子了 有时候人要自私点 要为自己活 特别是碰到这种人,2018-04-30 10:19,振远,pingyun_
"
 我婆婆也这样子，动不动就发誓，不得好死，什么的。我老公也知道她那样，我是心大，不和她计较，给我带娃就行。人总有得有失，凭自己本事挣钱过日子，谁敢给脸色，当没看见， 
",我婆婆奇葩的，老乱说我头一次反驳她的时候，我老公在场，我老公说我说的都是事实，她就跪地上发誓狡辩，躺地上打滚装哭，我老公就拉她起来，多好笑！作为婆婆她给儿子演这一出就是想让人儿子难为我罢了，我老公没有顺了她的意，她那几天进进出出看到我老公就骂我老公脑子有毛病 ..,2018-04-30 08:50,pingyun_,kayilan
"
 我女儿那时候也破了，我婆婆还不让去医院说小孩子都有这个过程，我逼着我老公去的医院 
",我们月子里一天换二十块尿不湿…屁股还是红了破皮了,2018-04-30 10:21,咒疾,pingyun_
"
 这重点 
",她自己老公对她不好，就见不得儿子对媳妇好，,2018-04-30 09:23,pingyun_,kayilan
"
生孩子坐月子能清楚的看清他们一家人 
",她自己老公对她不好，就见不得儿子对媳妇好，,2018-04-30 09:23,pingyun_,女神经丽丽娜娜
"
 我老公以前说他爸妈，说不要摆脸色给我看，我又不是保姆，我公婆就拼命给我老公吵架 
",我婆婆也这样子，动不动就发誓，不得好死，什么的。我老公也知道她那样，我是心大，不和她计较，给我带娃就行。人总有得有失，凭自己本事挣钱过日子，谁敢给脸色，当没看见，,2018-04-30 10:23,kayilan,pingyun_
"
 我老公说他爸妈不要摆脸色给我，我又不欠他们又不是保姆，他爸妈发疯了给他吵架，总是说养他不容易 
",不是妈宝男  是妈宝婆,2018-04-30 10:20,吴亦邪,pingyun_
"
跟远嫁有关系吗？戏精一个，远嫁的也就你最不幸 也不知道你当初是看上什么了 怪自己就好了 
",不是妈宝男  是妈宝婆,2018-04-30 10:20,吴亦邪,段友出征
"
 我老公物质上经济上是没有亏待过我，我二胎月子住的月子中心，生两个都是私立医院VIP病房，他妈没有出钱，还老是说住月子中心花钱多 
",生孩子坐月子能清楚的看清他们一家人,2018-04-30 10:24,女神经丽丽娜娜,pingyun_
"
仔细看看你你老公对你还是不错的，是你婆婆问题，兄弟两个迟早要分家的，分开来住就好了 
",生孩子坐月子能清楚的看清他们一家人,2018-04-30 10:24,女神经丽丽娜娜,烨城无伤
"
 我没说我最不幸，不如我的多了去了，我发表的东西你不惯可以不看，看不惯你可以不评价 
",跟远嫁有关系吗？戏精一个，远嫁的也就你最不幸 也不知道你当初是看上什么了 怪自己就好了,2018-04-30 10:28,段友出征,pingyun_
"
 分了，我们是什么不要也要求分家的，分家他爸妈还问我们要钱， 
",仔细看看你你老公对你还是不错的，是你婆婆问题，兄弟两个迟早要分家的，分开来住就好了,2018-04-30 10:29,烨城无伤,pingyun_
"
 不能评论你发出来丢什么人？不让别人评论你可以不发 
",我没说我最不幸，不如我的多了去了，我发表的东西你不惯可以不看，看不惯你可以不评价,2018-04-30 10:31,pingyun_,段友出征
"
不爽就离婚，演给谁看，天天看这些老B事 
",我没说我最不幸，不如我的多了去了，我发表的东西你不惯可以不看，看不惯你可以不评价,2018-04-30 10:31,pingyun_,西贝巴巴
"
 莫名其妙 
",不能评论你发出来丢什么人？不让别人评论你可以不发[表情],2018-04-30 10:33,段友出征,pingyun_
"
你要明白，远不远嫁，还是看公婆好不好，不是远嫁的所有公婆都是坏的，也不是所有近的公婆就是好的 
",不能评论你发出来丢什么人？不让别人评论你可以不发[表情],2018-04-30 10:33,段友出征,吃可爱多长大的
"
这种滋味真的只有亲身体会才知道！竟然是含着眼泪看完的，很多相似的情形，我的还不是亲婆婆，做的更过分……一言难尽！ 
",不能评论你发出来丢什么人？不让别人评论你可以不发[表情],2018-04-30 10:33,段友出征,我是个风铃
"
 就是 
",这样的家庭。你还生二胎干嘛。自己找罪受么。,2018-04-30 09:13,蜡笔小新没蜡笔,宝贝か慧ㄦ∮
"
我和你一样的，忍久了有时候觉得自己都不像自己了，我婆婆也是那种夏天我开个空调，都会说我浪费电。 
",这样的家庭。你还生二胎干嘛。自己找罪受么。,2018-04-30 09:13,蜡笔小新没蜡笔,谭谭谭
"
 那你更辛苦了 
",这种滋味真的只有亲身体会才知道！竟然是含着眼泪看完的，很多相似的情形，我的还不是亲婆婆，做的更过分……一言难尽！,2018-04-30 10:36,我是个风铃,pingyun_
"
看来结婚了还是分开住好一些 
",这种滋味真的只有亲身体会才知道！竟然是含着眼泪看完的，很多相似的情形，我的还不是亲婆婆，做的更过分……一言难尽！,2018-04-30 10:36,我是个风铃,①样的天空蓝
"
 只能说我的公婆是那种欺软怕硬，嫌贫爱富，以前觉得我穷各种欺负，知道我们有钱就各种算计 
",你要明白，远不远嫁，还是看公婆好不好，不是远嫁的所有公婆都是坏的，也不是所有近的公婆就是好的,2018-04-30 10:36,吃可爱多长大的,pingyun_
"
老公婆婆这么不好，为什么二胎？ 
",你要明白，远不远嫁，还是看公婆好不好，不是远嫁的所有公婆都是坏的，也不是所有近的公婆就是好的,2018-04-30 10:36,吃可爱多长大的,淡色柳丁
"
 公婆结婚前也是要看的，结婚是两个家庭的结合并不是两个人，这样生活太委屈了，变强大吧！在家里你要有你的地位，婆婆哪能管到你头上来，这样不离婚以后的日子只会更难过。 
",男人自己选的，公婆选不了,2018-04-30 09:35,pingyun_,两袖清风15
"
支持离 
",男人自己选的，公婆选不了,2018-04-30 09:35,pingyun_,zx401
"
你婆婆和亲戚一定是嫌弃你外地，所以对你不客气，觉得你做什么都是该的，做什么都不够好 
",,,,可欣丫
"
我们有一样的婆婆 
",,,,哎呀100
"
 就是 
",楼主，这不是远嫁不远嫁的问题，是没有找对人的问题，找对了，嫁到天涯海角也幸福，嫁不好，就隔壁邻居也都要闹飞天，所以，找老公一定要擦亮眼睛！妈宝的孩子不适合做老公.,2018-04-30 09:32,五星设计傅小姐,快乐小宸宇
"
婆婆没几个好的 
",楼主，这不是远嫁不远嫁的问题，是没有找对人的问题，找对了，嫁到天涯海角也幸福，嫁不好，就隔壁邻居也都要闹飞天，所以，找老公一定要擦亮眼睛！妈宝的孩子不适合做老公.,2018-04-30 09:32,五星设计傅小姐,小兔崽子宗润雪
"
 老公还算好的了，就是想起来他家人就把火怪到他身上了 
",老公婆婆这么不好，为什么二胎？,2018-04-30 10:40,淡色柳丁,pingyun_
"
 出来住，眼不见为净， 
",公婆结婚前也是要看的，结婚是两个家庭的结合并不是两个人，这样生活太委屈了，变强大吧！在家里你要有你的地位，婆婆哪能管到你头上来，这样不离婚以后的日子只会更难过。,2018-04-30 10:40,两袖清风15,pingyun_
"
 我八九个月大着肚子开热水器洗头都嫌我费电 
",我和你一样的，忍久了有时候觉得自己都不像自己了，我婆婆也是那种夏天我开个空调，都会说我浪费电。,2018-04-30 10:36,谭谭谭,依1990
"
 不是二胎的问题，是已经不住一起了，还老是打扰我们生活 
",老公婆婆这么不好，为什么二胎？,2018-04-30 10:40,淡色柳丁,pingyun_
"
  
",[表情]我们有一样的婆婆,2018-04-30 10:41,哎呀100,pingyun_
"
 是的， 
",你婆婆和亲戚一定是嫌弃你外地，所以对你不客气，觉得你做什么都是该的，做什么都不够好,2018-04-30 10:41,可欣丫,pingyun_
"
 看有些人婆媳关系相处的像姐妹我是真心羡慕，像我们这种的大概在前世就结下了梁子 
",我八九个月大着肚子开热水器洗头都嫌我费电,2018-04-30 10:43,依1990,谭谭谭
"
 每次我老公都说她。又不花她的钱她还老是说 
",我八九个月大着肚子开热水器洗头都嫌我费电,2018-04-30 10:43,依1990,pingyun_
"
 所以说他自己也没主见啊 不能明辨是非 要么两个人分出去过 要么舅离了得了 
",你是没明白，他这样的家庭他有时候也是被家族亲戚逼得，他爸妈会装，每次吵架了他家亲戚都会说他要对父母好点,2018-04-30 10:22,pingyun_,振远
"
分出来了，就是老是受骚扰 
",你是没明白，他这样的家庭他有时候也是被家族亲戚逼得，他爸妈会装，每次吵架了他家亲戚都会说他要对父母好点,2018-04-30 10:22,pingyun_,pingyun_
"
加油吧 都会好的 
",你是没明白，他这样的家庭他有时候也是被家族亲戚逼得，他爸妈会装，每次吵架了他家亲戚都会说他要对父母好点,2018-04-30 10:22,pingyun_,重生。
"
这么人家根本不要去生二胎。这种婆婆你不让让了。该怎么对她怎么对他，关健是老公教好来 
",你是没明白，他这样的家庭他有时候也是被家族亲戚逼得，他爸妈会装，每次吵架了他家亲戚都会说他要对父母好点,2018-04-30 10:22,pingyun_,杨八妹
"
嫁到义乌那里啊    我不是也一样吗 
",你是没明白，他这样的家庭他有时候也是被家族亲戚逼得，他爸妈会装，每次吵架了他家亲戚都会说他要对父母好点,2018-04-30 10:22,pingyun_,rfhjbfyjhhjh
"
怎么标题都被改了啊？我澄清一下没人逼我做饭，是因为我不做就没人照我想吃的口味做，所以我自己做饭 
",你是没明白，他这样的家庭他有时候也是被家族亲戚逼得，他爸妈会装，每次吵架了他家亲戚都会说他要对父母好点,2018-04-30 10:22,pingyun_,pingyun_
"
中国人就是这样，公公婆婆不帮忙媳妇就怨气一大堆，还非常的理直气壮，非常让人同情。在国外公公婆婆都没有来帮忙一说，来帮忙就要大家千夫指。到那边生活一段时间，才知道什么叫平等，独立。 
",你是没明白，他这样的家庭他有时候也是被家族亲戚逼得，他爸妈会装，每次吵架了他家亲戚都会说他要对父母好点,2018-04-30 10:22,pingyun_,flora兰兰
"
 二胎不是关键，只希望不管孩子也不要打扰我们 
",这么人家根本不要去生二胎。这种婆婆你不让让了。该怎么对她怎么对他，关健是老公教好来,2018-04-30 10:51,杨八妹,pingyun_
"
  
",嫁到义乌那里啊    我不是也一样吗,2018-04-30 10:51,rfhjbfyjhhjh,pingyun_
"
还生二胎无语了 
",嫁到义乌那里啊    我不是也一样吗,2018-04-30 10:51,rfhjbfyjhhjh,小苹果8888
"
辛苦，突然觉得自己好幸运，生产的时候爸妈陪着，姐妹陪着，公婆陪着，后来生完宝宝是房间里人太多 把一部分人赶走的，月子里不睡觉被骂，宝宝是我自己非要带，否则怕我休息不好都要抱去他们带，他们的观念就是月子里一定要做好 
",嫁到义乌那里啊    我不是也一样吗,2018-04-30 10:51,rfhjbfyjhhjh,清水倾城
"
 你老公也是妈宝，现在自己两个孩子了，离她们远一点，好么一起吃个饭不好么陌生人都不是。 
",二胎不是关键，只希望不管孩子也不要打扰我们,2018-04-30 10:53,pingyun_,杨八妹
"
同病相怜啊 
",二胎不是关键，只希望不管孩子也不要打扰我们,2018-04-30 10:53,pingyun_,rfhjbfyjhhjh
"
 国外的公婆惦记着媳妇来带嫁妆吗？我根本不指望帮忙，不要添乱就好了！ 
",中国人就是这样，公公婆婆不帮忙媳妇就怨气一大堆，还非常的理直气壮，非常让人同情。在国外公公婆婆都没有来帮忙一说，来帮忙就要大家千夫指。到那边生活一段时间，才知道什么叫平等，独立。,2018-04-30 10:53,flora兰兰,pingyun_
"
现在你两个人小孩多大了 
",中国人就是这样，公公婆婆不帮忙媳妇就怨气一大堆，还非常的理直气壮，非常让人同情。在国外公公婆婆都没有来帮忙一说，来帮忙就要大家千夫指。到那边生活一段时间，才知道什么叫平等，独立。,2018-04-30 10:53,flora兰兰,rfhjbfyjhhjh
"
搬出来 
",中国人就是这样，公公婆婆不帮忙媳妇就怨气一大堆，还非常的理直气壮，非常让人同情。在国外公公婆婆都没有来帮忙一说，来帮忙就要大家千夫指。到那边生活一段时间，才知道什么叫平等，独立。,2018-04-30 10:53,flora兰兰,静一静静
"
 我大的上幼儿园，小的几个月 
",现在你两个人小孩多大了,2018-04-30 10:56,rfhjbfyjhhjh,pingyun_
"
 有些人范贱没办法 
",生大宝就这样了，为何还要二胎呢？,2018-04-30 10:17,健丽宝,小苹果8888
"
重男轻女几千年的恶习不是说改就能改得了的，年轻时当儿媳被欺压，等当婆婆了要到儿媳身上找平衡。结婚了就应该和老的分开过，住在一起早晚要爆发冲突。 
",生大宝就这样了，为何还要二胎呢？,2018-04-30 10:17,健丽宝,heruirui
"
不是远嫁不远嫁的问题，是人的问题，她老公家也是兄弟两个。我姐姐嫁离家就一条街，公公婆婆也不怎么样，现在都快生了，还天天自己做饭吃，带大宝 
",生大宝就这样了，为何还要二胎呢？,2018-04-30 10:17,健丽宝,「杨小宝」
"
我宝宝10多月 
",生大宝就这样了，为何还要二胎呢？,2018-04-30 10:17,健丽宝,rfhjbfyjhhjh
"
 他也难做，他现在跟我一起出来住了 
",你老公也是妈宝，现在自己两个孩子了，离她们远一点，好么一起吃个饭不好么陌生人都不是。,2018-04-30 10:55,杨八妹,pingyun_
"
 相处的像姐妹的婆媳情商都很高的 
",看有些人婆媳关系相处的像姐妹我是真心羡慕，像我们这种的大概在前世就结下了梁子[表情],2018-04-30 10:45,谭谭谭,依1990
"
我宝宝10多月 
",看有些人婆媳关系相处的像姐妹我是真心羡慕，像我们这种的大概在前世就结下了梁子[表情],2018-04-30 10:45,谭谭谭,rfhjbfyjhhjh
"
 我们一直要分家，我公婆不肯分，后来闹不行了分了，分家还问我们要钱 
",重男轻女几千年的恶习不是说改就能改得了的，年轻时当儿媳被欺压，等当婆婆了要到儿媳身上找平衡。结婚了就应该和老的分开过，住在一起早晚要爆发冲突。,2018-04-30 10:57,heruirui,pingyun_
"
 年前就忍忍熬过去就好了， 
",不是远嫁不远嫁的问题，是人的问题，她老公家也是兄弟两个。我姐姐嫁离家就一条街，公公婆婆也不怎么样，现在都快生了，还天天自己做饭吃，带大宝,2018-04-30 10:57,「杨小宝」,pingyun_
"
 跟二胎有关系吗？莫名其妙 
",有些人范贱没办法,2018-04-30 10:57,小苹果8888,pingyun_
"
 赡养老人也是应该的，要是狮子大开口就算了吧 
",我们一直要分家，我公婆不肯分，后来闹不行了分了，分家还问我们要钱,2018-04-30 10:59,pingyun_,heruirui
"
离了吧 
",,,,殇沫
"
 要钱也是正常的，分了老人也要赡养的，分了就过好自己日子就好了，你老公对你还是不错的 
",分了，我们是什么不要也要求分家的，分家他爸妈还问我们要钱，,2018-04-30 10:32,pingyun_,烨城无伤
"
 不，得公婆老老公也好的那种，不然公婆好老公不好没用的 
",有钱没钱是另外一回事，有些家庭没钱，但是公婆也会出力，会尽他所能照顾月子，老公也会搭把手照顾孩子，照顾产妇！所以嫁人一定要看家庭看公婆！公婆好，老公才会好！这年头妈宝男太多了,2018-04-30 05:16,依1990,系花娘
"
 以前跟我摆架子炫富，要是真穷真老也就算了，才五十多，没分家就什么不管，吃饭等我做，天天自己喊老了，分家又哭穷，分家要钱 
",赡养老人也是应该的，要是狮子大开口就算了吧,2018-04-30 11:00,heruirui,pingyun_
"
 恩 
",不，得公婆老老公也好的那种，不然公婆好老公不好没用的,2018-04-30 11:03,系花娘,依1990
"
 以前也精神一度患得患失，还有轻微忧郁症整个人都不好了，后来选择远离，目前顺心 幸福！ 
",那你更辛苦了,2018-04-30 10:36,pingyun_,我是个风铃
,那你更辛苦了,2018-04-30 10:36,pingyun_,yw579
"
 我老公把钱给我也是招恨的原因 
",不，得公婆老老公也好的那种，不然公婆好老公不好没用的,2018-04-30 11:03,系花娘,pingyun_
"
可以提起法律诉讼了 
",不，得公婆老老公也好的那种，不然公婆好老公不好没用的,2018-04-30 11:03,系花娘,系花娘
"
 分家不是分老的家产吗？真奇葩 
",以前跟我摆架子炫富，要是真穷真老也就算了，才五十多，没分家就什么不管，吃饭等我做，天天自己喊老了，分家又哭穷，分家要钱,2018-04-30 11:03,pingyun_,heruirui
"
 才五十多，自己房租收着，钱只进不出，还要怎么赡养，又不是年纪大了行动不便， 
",要钱也是正常的，分了老人也要赡养的，分了就过好自己日子就好了，你老公对你还是不错的,2018-04-30 11:02,烨城无伤,pingyun_
"
老公可选，可婆婆选不了，谈的时候关注的是老公，过去了在有婆婆。所以认命，命中有恶心的婆婆。 
",要钱也是正常的，分了老人也要赡养的，分了就过好自己日子就好了，你老公对你还是不错的,2018-04-30 11:02,烨城无伤,古松道
"
 所以啊！我们只是要求分家不住一起就好了，还想问我们要钱， 
",分家不是分老的家产吗？真奇葩,2018-04-30 11:05,heruirui,pingyun_
"
 跟二胎有什么关系，是反感脱离不了这样的人 
",还生二胎无语了,2018-04-30 10:54,小苹果8888,pingyun_
"
 离婚也不是解决问题的根本，你可以当自己已经离婚了，把他当空气活一段时间先试试看。 
",离婚喊了几年了，除非走法律程序了,2018-04-30 08:05,pingyun_,flora兰兰
"
婆媳问题不在于地域、距离，而在于心胸、沟通、换位思考，俗话说一个巴掌拍不响 
",离婚喊了几年了，除非走法律程序了,2018-04-30 08:05,pingyun_,福田街道
"
 互补添堵，各过各的，像是一般的亲戚一样 
",国外的公婆惦记着媳妇来带嫁妆吗？我根本不指望帮忙，不要添乱就好了！,2018-04-30 10:55,pingyun_,flora兰兰
"
 这样最好 
",互补添堵，各过各的，像是一般的亲戚一样,2018-04-30 11:14,flora兰兰,pingyun_
"
嫁人嫁的好 太重要了 
",互补添堵，各过各的，像是一般的亲戚一样,2018-04-30 11:14,flora兰兰,向左向右走
"
 光老公好没用啊 
",嫁人嫁的好 太重要了[表情],2018-04-30 11:18,向左向右走,pingyun_
"
 怼，怼，将的怼 
",有钱没钱是另外一回事，有些家庭没钱，但是公婆也会出力，会尽他所能照顾月子，老公也会搭把手照顾孩子，照顾产妇！所以嫁人一定要看家庭看公婆！公婆好，老公才会好！这年头妈宝男太多了,2018-04-30 05:16,依1990,别说废话
"
 中国的婆媳关系一直都很差但是你家这样的我还真没看到过 
",离婚喊了几年了，除非走法律程序了,2018-04-30 08:05,pingyun_,别说废话
"
 都是事实 
",中国的婆媳关系一直都很差但是你家这样的我还真没看到过,2018-04-30 11:21,别说废话,pingyun_
"
额额额额 
",中国的婆媳关系一直都很差但是你家这样的我还真没看到过,2018-04-30 11:21,别说废话,阳光不明媚
"
第一个生，就那么受罪，何必再生一个，哎！傻女人，却没有人疼，悲哀！这样的家庭，能散早点散，不然大家都痛苦！ 
",中国的婆媳关系一直都很差但是你家这样的我还真没看到过,2018-04-30 11:21,别说废话,贪恋＆鱼
"
 跟二胎没有关系，主要是这样的家庭很无奈 
",第一个生，就那么受罪，何必再生一个，哎！傻女人，却没有人疼，悲哀！这样的家庭，能散早点散，不然大家都痛苦！,2018-04-30 11:23,贪恋＆鱼,pingyun_
"
 哎，说到底，你老公还是妈宝男，没办法，有时候！如果有那么点主见和疼自己老婆的话，也不至于那样！我嫂子也外地的呢！但是我们相处很融洽！主要是老公怎么在老妈和老婆面前协调吧！ 
",跟二胎没有关系，主要是这样的家庭很无奈,2018-04-30 11:24,pingyun_,贪恋＆鱼
"
 你不了解清楚就嫁的吗？厉害 
",开始又不知道他家庭是什么样，,2018-04-30 10:07,pingyun_,sky月
"
为什么还生2宝？好起来的时候应该全世界都感觉充满爱吧！ 
",开始又不知道他家庭是什么样，,2018-04-30 10:07,pingyun_,住隔壁
"
 跟二胎没有关系啊！就是受不了我婆婆老是烦我 
",第一个生，就那么受罪，何必再生一个，哎！傻女人，却没有人疼，悲哀！这样的家庭，能散早点散，不然大家都痛苦！,2018-04-30 11:23,贪恋＆鱼,pingyun_
"
 那也没办法的，父母提出来就要赡养 
",才五十多，自己房租收着，钱只进不出，还要怎么赡养，又不是年纪大了行动不便，,2018-04-30 11:06,pingyun_,烨城无伤
"
 分开住呀 
",跟二胎没有关系啊！就是受不了我婆婆老是烦我,2018-04-30 11:29,pingyun_,贪恋＆鱼
"
 五十多岁身强体健的，有钱又闲，孙子孙女不要他们管，还要伺候着，有那么好的事吗？ 
",那也没办法的，父母提出来就要赡养,2018-04-30 11:32,烨城无伤,pingyun_
"
 分了，这都是以前的事了 
",分开住呀,2018-04-30 11:39,贪恋＆鱼,pingyun_
"
 两个儿子的很多这样的 
",他也难做，他现在跟我一起出来住了,2018-04-30 10:58,pingyun_,杨八妹
"
 那应该会好很多 
",分了，这都是以前的事了,2018-04-30 11:40,pingyun_,贪恋＆鱼
"
离了吧 
",分了，这都是以前的事了,2018-04-30 11:40,pingyun_,男票大人～～
"
 老公还好，就是家庭 
",两个儿子的很多这样的,2018-04-30 11:45,杨八妹,pingyun_
"
好婆婆都是别人家的 
",两个儿子的很多这样的,2018-04-30 11:45,杨八妹,顺其自然＋
"
归根结底就是你老公没主张。老公能分清是非不至于这样 
",两个儿子的很多这样的,2018-04-30 11:45,杨八妹,同年后生
"
现在的婆婆都是戏精，像我们年轻人没经历根本都斗不过他们的，面前一套背后一套，不能过就离开吧，省的闹心 
",,,,萍萍周
"
你老来应该也差不多 
",,,,义乌一只羊
"
 他愚孝 
",归根结底就是你老公没主张。老公能分清是非不至于这样,2018-04-30 12:00,同年后生,pingyun_
"
我老婆在家啥也不用干… 
",归根结底就是你老公没主张。老公能分清是非不至于这样,2018-04-30 12:00,同年后生,无聊野猫
"
那还不如分出来住省事，大家都清净 
",归根结底就是你老公没主张。老公能分清是非不至于这样,2018-04-30 12:00,同年后生,静然亦漠然
"
 过分的老人总是会这么说，我回答是说我老的时候你看不见 
",你老来应该也差不多[表情],2018-04-30 12:01,义乌一只羊,pingyun_
"
 分了 
",那还不如分出来住省事，大家都清净,2018-04-30 12:03,静然亦漠然,pingyun_
"
 你老婆啥也不干就带孩子吧 
",我老婆在家啥也不用干…,2018-04-30 12:02,无聊野猫,pingyun_
"
离 
",我老婆在家啥也不用干…,2018-04-30 12:02,无聊野猫,爹！！
"
学会包容，生活简单点，日子才会美好！你改变不了别人，改变自己吧 
",我老婆在家啥也不用干…,2018-04-30 12:02,无聊野猫,义乌一只羊
"
路都是自己选的，怎么走有多难自己都得受着，结婚不是两个人的事是两个家庭的事情。所以怎么爱自己，自己的决定很重要。 
",我老婆在家啥也不用干…,2018-04-30 12:02,无聊野猫,囍媚儿
"
随便哪里的婆婆都一样，你自己可以见识见识 
",我老婆在家啥也不用干…,2018-04-30 12:02,无聊野猫,楼燕青
"
 你婆婆这么狠，以后躺床上自己就当不知道 
",那你要好好教育你老公，我的两个我是跟我老公说清楚了，既然以后不亲，以后就别见。因为上次回去，我婆婆让我老公转告我，以后我跟我女儿不用回去了[表情]。我说正好，以后有事也别喊我。每次回去得给他们买吃的买喝的，饭都吃不上，还要听她们叽叽歪歪说自己多辛苦，肯定辛苦， ..,2018-04-30 10:00,美丽的小百合,carol201405
"
记住！多联系、少来往、万不得已不上房。说好听、不记心、自已过好在称心。 
",那你要好好教育你老公，我的两个我是跟我老公说清楚了，既然以后不亲，以后就别见。因为上次回去，我婆婆让我老公转告我，以后我跟我女儿不用回去了[表情]。我说正好，以后有事也别喊我。每次回去得给他们买吃的买喝的，饭都吃不上，还要听她们叽叽歪歪说自己多辛苦，肯定辛苦， ..,2018-04-30 10:00,美丽的小百合,古松道
"
加油 
",那你要好好教育你老公，我的两个我是跟我老公说清楚了，既然以后不亲，以后就别见。因为上次回去，我婆婆让我老公转告我，以后我跟我女儿不用回去了[表情]。我说正好，以后有事也别喊我。每次回去得给他们买吃的买喝的，饭都吃不上，还要听她们叽叽歪歪说自己多辛苦，肯定辛苦， ..,2018-04-30 10:00,美丽的小百合,朱有钱
"
 没孩子，就是吃完睡睡完吃 
",你老婆啥也不干就带孩子吧,2018-04-30 12:04,pingyun_,无聊野猫
"
淸官难断家务事，将来你也会成为婆婆的有些事不要计较太多了。 
",你老婆啥也不干就带孩子吧,2018-04-30 12:04,pingyun_,紫萝
"
字太多了，不看，过不下去，离婚就好了 
",你老婆啥也不干就带孩子吧,2018-04-30 12:04,pingyun_,龙之山1钱币收藏
"
后悔药还真的没有！只有自己才能解救自己 
",你老婆啥也不干就带孩子吧,2018-04-30 12:04,pingyun_,钱江浪花
"
 我家就是 
",有些婆婆不疼儿子的，这种能疼儿媳就怪了,2018-04-30 10:09,大理寺,carol201405
"
矫情 
",,,,义乌台
"
婆婆厉害的老公都窝囊！这种家庭不能嫁！ 
",,,,maodoudog
"
 我知道自己儿子是亲生的，我婆婆给别人带孩子几年，自己家的一下不管还说给人家带孩子有工资 
",淸官难断家务事，将来你也会成为婆婆的有些事不要计较太多了。,2018-04-30 12:09,紫萝,pingyun_
"
恐怕是婚前将就了。奇葩婆婆确实 很多很多 
",淸官难断家务事，将来你也会成为婆婆的有些事不要计较太多了。,2018-04-30 12:09,紫萝,赤凤戏梧桐
"
 她是封建婆婆， 
",婆婆厉害的老公都窝囊！这种家庭不能嫁！,2018-04-30 12:11,maodoudog,pingyun_
"
你婆婆是义乌哪里的啊？？？ 
",婆婆厉害的老公都窝囊！这种家庭不能嫁！,2018-04-30 12:11,maodoudog,蓝色十八
"
纯看老公行不行 
",婆婆厉害的老公都窝囊！这种家庭不能嫁！,2018-04-30 12:11,maodoudog,fu408724608
"
我也一样，我家还只有我老公一个儿子呢，我生孩子我婆婆也没出钱，出力，反过来我还得给她钱。不过我有我妈帮我，感谢我妈的付出。所以我也要对我妈好。 
",婆婆厉害的老公都窝囊！这种家庭不能嫁！,2018-04-30 12:11,maodoudog,想哭的人
"
 其实前后一共一起生活也就一年时间，都这样了，现在不在一起住还老是打扰我们 
",恐怕是婚前将就了。奇葩婆婆确实 很多很多,2018-04-30 12:12,赤凤戏梧桐,pingyun_
